Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL
Malik Bentalha,2024-10-03T00:00:00+02:00,N/A,Retrouvez le one-man show « Nouveau Monde » de Malik Bentalha en tournée partout en France.,Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,N/A,https://ngproductions.fr/spectacle/malik-bentalha/657c1f84063a1/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/01/MALIK-BENTALHA.jpg,https://sortir.besancon.fr/evenement/malik-bentalha/
Sandrine Sarroche,2024-10-11T00:00:00+02:00,N/A,"Après le succès  triomphe raz-de-marée de « La Loi du Talon », Sandrine Sarroche nous revient avec de nouveaux sketchs, de nouvelles chansons, de nouveaux personnages plus insolents décapants hilarants que jamais.",Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/sandrine-sarroche/6620eeecb196d/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/Template-Affiche-Siteweb-SandrineSarroche.jpg,https://sortir.besancon.fr/evenement/sandrine-sarroche/
Le bal rose,2024-10-12T00:00:00+02:00,N/A,"A l’occasion d’Octobre rose, l’association Franche-Comté Danse Sportive vous invite à son Bal Rose.",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,Franche-Comté Danse Sportive,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/V1-Web-850x850-min.jpg,https://sortir.besancon.fr/evenement/le-bal-rose/
Pat Metheny,2024-10-12T00:00:00+02:00,N/A,"Le guitariste et compositeur PAT METHENY, lauréat de 20 Grammy Awards, lance une tournée solo pour coïncider avec la sortie de son nouvel album MoonDial, qui sortira le 26 juillet chez BMG et qui fait suite à l’album Dream Box, nominé aux Grammy Awards en 2023. La tournée, la première du genre pour Metheny, comprendra des morceaux personnels et des morceaux préférés des fans, issus de sa carrière de près de 50 ans.",Théâtre Ledoux,Rue Megevand,Besançon,25000,N/A,Le Bruit Qui Pense,https://www.facebook.com/events/7747979221888596,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/432773126_935492604684496_5479669755413436221_n-e1713259065965.jpg,https://sortir.besancon.fr/evenement/pat-metheny/
Florent Peyre,2024-10-13T00:00:00+02:00,N/A,"Spectacle au profit de l’association P’tits Bouts de Ficelle, une association humanitaire bisontine qui oeuvre pour l’enfance malade au CHRU Minjoz. Plus d’informations.",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/florent-peyre/661403162afa4/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/1-2.jpg,https://sortir.besancon.fr/evenement/florent-peyre/
Clara Ysé,2024-10-16T00:00:00+02:00,N/A,"Chevaux de feu, syncope aux fées. On dit qu’à l’origine, le poème était une chanson. Comme toutes les mythologies, celle-ci est devenue intraçable. Pourtant, à écouter Clara Ysé, ses mots-cavalcade, ses vers-prophétie, sa voix qui s’arque-boute de l’ombre à la lumière, on croit voir le poème incarné.",La Rodia,4 Avenue Chardonnet,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/clara-yse/65e5ab59ebb32/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/affiche-clarayse.jpg,https://sortir.besancon.fr/evenement/clara-yse/
Alex Ramires dans « Panache »,2024-10-17T00:00:00+02:00,N/A,Un spectacle sur la confiance ou faire semblant d’en avoir.,Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,D2P,https://d2p.fr/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/02/1-11.jpg,https://sortir.besancon.fr/evenement/alex-ramires-dans-panache/
Gwendoline,2024-10-17T00:00:00+02:00,N/A,Le 17 octobre à 20h30,La Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/gwendoline/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/gwendoline-9-alois-lecerf-800x800-1.jpg,https://sortir.besancon.fr/evenement/gwendoline/
Elodie Poux (humour),2024-10-18T00:00:00+02:00,N/A,"À force de s’entendre dire qu’il n’y a plus de places pour venir la voir en spectacle, Elodie Poux a décidé de rajouter des dates de son spectacle Le Syndrome du Papillon avec en bonus, quelques petites surprises…",Micropolis,3 Boulevard Ouest,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/elodie-poux/65572d76b1e0d/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/11/Template-Affiche-Siteweb-ElodiePoux.jpg,https://sortir.besancon.fr/evenement/elodie-poux-humour/
Caroline Estremo (humour),2024-10-22T00:00:00+02:00,N/A,En Rodage (Normalement),Petit Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://www.ticketmaster.fr/fr/manifestation/caroline-estremo-billet/idmanif/505759/idtier/24336092,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Affichesite-estremo.jpg,https://sortir.besancon.fr/evenement/caroline-estremo-humour/
Nora Hamzawi,2024-10-23T00:00:00+02:00,N/A,"De toute façon quand tes deux dernières recherches Google sont : « Temps parcours bombe atomique » et « Méthode pour rajeunir sans effort », ça me parait clair qu’il y a un rapport au monde qui n’est pas sain.",Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/nora-hamzawi/65491f3087382/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/12/Template-Affiche-Siteweb-Nora.jpg,https://sortir.besancon.fr/evenement/nora-hamzawi/
Eric Cantona,2024-10-23T00:00:00+02:00,N/A,"« Au-delà de la ligne de touche, il n’y a rien » affirmait Jacques Derrida, philosophe qui s’était rêvé footballeur dans sa jeunesse.",La Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/eric-cantona-cantona-sings-eric/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/redim-cantona-lyon-28-celsa-schulhof-800x800-1.png,https://sortir.besancon.fr/evenement/eric-cantona/
Inès Reg (humour),2024-10-25T00:00:00+02:00,N/A,"Après avoir conquis 500.000 spectateurs, Inès revient avec son nouveau spectacle.",Micropolis,3 Boulevard Ouest,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/ines-reg/65c4963886add/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Template-Affiche-Siteweb-InesReg.jpg,https://sortir.besancon.fr/evenement/ines-reg-humour/
Marie S’infiltre,2024-10-25T00:00:00+02:00,N/A,"« Culot » : le spectacle qui invite le spectateur à l’audace en s’émancipant du regard des autres pour n’avoir plus honte de rien. Un spectacle hybride qui mêle sketch et comédie musicale, impro et textes littéraires, et qui invite le public à sortir de sa zone de confort. Tout est permis dans cette parenthèse magique qui balaye la bien-pensance moralisatrice ! Bref, soyez dingues, fous, libres !",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/marie-sinfiltre/660c24c0b5be1/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Template-Affiche-Siteweb-MarieSinfiltre.jpg,https://sortir.besancon.fr/evenement/marie-sinfiltre/
Voice & Dance,2024-10-27T00:00:00+02:00,N/A,Un grand show pour une belle cause : octobre rose !,Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,Culture Club Besac,https://www.payasso.fr/ccb/showrose?fbclid=IwAR1gcunZXaDIbu9HHMR8_xu7UwZ1EvNMoTuJ5Ysesc3HgM9IESgZJPrGHKg,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/12/408772371_825351236056463_7988275256620568619_n.jpg,https://sortir.besancon.fr/evenement/voice-dance/
Apéro-concert avec Gurriers,2024-10-29T00:00:00+02:00,N/A,"Formé à l’aube d’une pandémie mondiale, Gurriers, le nouveau groupe alternatif de Dublin, incarne les genres irlandais émergents que sont le post-punk, le noise rock et le shoegaze.",La Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/gurriers-credit-joshua-mulhollan-800x800-1.jpg,https://sortir.besancon.fr/evenement/apero-concert-avec-gurriers/
Roman Doduik (humour),2024-11-02T00:00:00+02:00,N/A,"Quand on est suivi par 3 millions d’abonnés sur les réseaux, mieux vaut toujours être adorable !",Petit Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/roman-doduik/64afc7207353a/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/08/Template-Affiche-Siteweb-Doduik.jpg,https://sortir.besancon.fr/evenement/roman-doduik-humour-2/
Coline Serreau (humour),2024-11-05T00:00:00+02:00,N/A,"Coline nous raconte sa belle histoire : son premier feuilleton rémunéré 20 centimes la page, l’école où enfant elle a appris à voyager dans les arbres, son numéro de trapèze, les danseurs Hip Hop qui révolutionnent l’Opéra Bastille, les coulisses de Trois hommes et un couffin, son prochain film où elle épingle les écolos-machos et les travers des spectacles subventionnés…",Petit Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/coline-serreau/65d85552f1361/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Template-Affiche-Siteweb-Serreau.jpg,https://sortir.besancon.fr/evenement/coline-serreau-humour/
Lisa Perrio (humour),2024-11-08T00:00:00+02:00,N/A,"Lisa Perrio se joue de personnages qu’elle croise dans son quotidien, et incarne des femmes et des hommes dans toutes leurs contradictions.",Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/lisa-perrio/65cc7de7d1be9/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/affiche-site-lisaperrio.jpg,https://sortir.besancon.fr/evenement/lisa-perrio-humour/
Hakim Jemili (humour),2024-11-20T00:00:00+02:00,N/A,Hakim part en tournée avec son nouveau spectacle.,Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/hakim-jemili/6538c87adf262/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/12/Template-Affiche-Siteweb-HakimJemili.jpg,https://sortir.besancon.fr/evenement/hakim-jemili-humour/
